id	text	original	pos	neg	senti_score	new	matched
9334812	재미있 되 원작 보 사람 드래곤볼 에볼루션 잘 만들 ㅇㅇ	1	2	0	2	1.0	True
8377531	우리나라 예능 최고	1	1	0	1	1.0	True
2736470	방학 때 아침 졸리 눈 비비 우연히 티비 채널 돌리 이 영화 보 정말	1	0	0	0	0.0	False
9637948	마음 너무 아프 이 영화 다시 보 없 같	1	0	2	-2	0.0	False
1987338	엔 트	1	0	0	0	0.0	False
9668399	정말 재미있 보 권력 친구 의리 없 역사적 사실 훌륭하 깨우치 주	1	2	0	2	1.0	True
9247479	처음 초롱 팬 심 보 갈수록 내용 어울리 배경음악 너무 달달하 보 있 행복하 완전 재미있	1	2	1	1	1.0	True
8499726	너무너무 재미있 보 있 중간 본방 사수 하 스토리 탄탄하 흥미진진하 다 찾 보 배우 연기 빠지 없 요새 향 챙기 요	1	2	2	0	0.0	False
8620641	없 인생 제목 참 잘	1	2	1	1	1.0	True
7360402	음 화질 좋 재미 없	1	1	0	1	1.0	True
9384295	가을 가을 감동	1	1	0	1	1.0	True
8550276	보 와 말 안 나오 벌써 전 이런 퀄리티 나오 대단하	1	0	0	0	0.0	False
9339372	중 일단 말 하 없 장국영 자살 안타깝	1	0	1	-1	0.0	False
8095702	사실적 더 극적	1	0	0	0	0.0	False
3812917	짱 재미있 ㅇ	1	1	0	1	1.0	True
8418558	첫 느낌 예전 양심 곱 비슷하 같 감정 움찔 하 그렇 한 부탁 드리 연 자 하 주 요 욕 폭력 걱정되 저어 릴 성추행 상 모으 사람 목격 증언 덕분 청소년 계속 오 가 하	1	1	3	-2	0.0	False
7933171	남자 주인공 너무 섹시하 멋있 ㅋㅋ ㅋㅋ	1	0	1	-1	0.0	False
9097219	어설프 사실 하 재밌 ㅎ	1	0	0	0	0.0	False
9984439	영화 세기 최고 하 있 평점 낮 주 사람 정말 보 줄 모르	1	1	2	-1	0.0	False
4601485	비디오방 친구 보 정말 좋 느낌 지금 또 보	1	2	0	2	1.0	True
8317466	빨리 보 헌데 오래 기다리 되 가 틈	1	0	0	0	0.0	False
348586	남기남 감독 그 이름 10점	1	0	0	0	0.0	False
3908729	진짜 최고 최고 성룡 형 마이 우상	1	1	0	1	1.0	True
6318878	좋아하 장르 영화 영화 이런 장르 싫 다니 원	1	1	1	0	0.0	False
2620222	지금 보 영화 최고	1	1	0	1	1.0	True
5954450	매회 리타 자꾸 슬 죽 좋 생각하 ㅠㅠ 죄책감 잠 이루	1	2	1	1	1.0	True
9754970	어리 때 보고 크 다시 보 진짜 잘 만들 영화 웃음 감동 잘 이어 붙이 정치 대하 비판 묘사 굉장히 잘 표현하 흥행하 기억 안 절대 낮 평점 영화 생각하 연기자 연기하 디테일 보 따봉	1	4	1	3	1.0	True
9264713	대박이 한마디	1	0	0	0	0.0	False
10276224	사랑 달 하 라	1	1	0	1	1.0	True
4079029	마음 파고들 보 빠지 영화	1	0	1	-1	0.0	False
7726678	살 엇	1	0	0	0	0.0	False
9726483	남자 얼굴 성격 10점 만점	1	0	0	0	0.0	False
9693962	재미있 다음	1	1	0	1	1.0	True
8609963	초반 황당하 설정 몰입 힘들 점차 판타지 미래 현실 되 모르 언론 탄압 대하 진지하 은유 생각 남자 주인공 오카다 준이치 예상 훨씬 좋 별 기대 없이 의외 재미 감동	1	3	3	0	0.0	False
9715085	인도 영화 역시 스토리 영상 배우 연기 빠지 없 꽉 차 영화 대박 감동 ㅠㅠ	1	1	2	-1	0.0	False
7154137	순수하 그리고 진짜 웃음 알 수 있 다그 웃 때 모르 웃 되 순수하	1	2	1	1	1.0	True
2901036	좀 짱 허정무 대신 장외 룡 감독 한국 국대 고고싱	1	0	0	0	0.0	False
6906147	ㅎㅎ ㅎㅎ ㅎㅎ ㅎㅎ	1	0	0	0	0.0	False
669523	어찌 그런 사명감 가지 말 인가	1	1	0	1	1.0	True
9484605	정말 행복 하 계속 미소 짓 보 보조개 가 아프 ㅎㅎ	1	2	2	0	0.0	False
8464762	와 정말 재미있	1	1	0	1	1.0	True
4486157	에니메이션 최고봉 초딩 때 진짜 잼 ㅋㅋ ㅋ	1	0	0	0	0.0	False
9814471	비포 미드 나잇 마지막 떠나보내 심정 또한 아련하 한편 행복하 지내 모습 절로 웃음 짓	1	2	1	1	1.0	True
386169	재미 없 있	1	0	0	0	0.0	False
5227855	코스케 디 임진강 부 때 눈물 멈추	1	0	0	0	0.0	False
2263908	한석규 연기 짱 ㅎㅎ ㅎ	1	0	1	-1	0.0	False
4083134	최고	1	1	0	1	1.0	True
9174038	진짜 허니 재 꿀잼 개꿀잼 꼭 보 셈	1	0	0	0	0.0	False
9373743	한예슬 진짜 너무 이쁘 ㅋㅋ ㅋ 짱 원 이쁘 미탄 이쁘 터 지 ㅋㅋ ㅋ 옷 입 헤어 메이크업 이쁘 드라 내용 괜찮 잘 되 ㅋㅋ ㅋ	1	1	1	0	0.0	False
1149537	딱 한마디 만하 최고	1	1	0	1	1.0	True
5137243	재미 반 기대 반 ㅎㅎ 더욱 기대 하	1	1	0	1	1.0	True
192090	정말 정말 정말 명작 ㅠ ㅠ 우연히 보 정말 빠져들	1	0	0	0	0.0	False
9419740	완전 재미있 훈남 쉐프 요리 도배 우고	1	1	0	1	1.0	True
9284009	좋 시나리오 비 모르 좋 연기	1	1	2	-1	0.0	False
9204838	잼 잼 잼 잼	1	0	0	0	0.0	False
6682008	개인적 재미있 팬텀 크리스틴 그런 일 있 전혀 모르 ㅠㅠ ㅠ 일반 스토리 크리스틴 다시 남편 곁 돌아가 더 라면 하 아쉬움 있 젤 좋 개인적 ㅋㅋ ㅋ	1	2	2	0	0.0	False
7313722	알파치노 연기	1	0	1	-1	0.0	False
9099172	이 영화 처음 끝 명화 다시 태어나	1	0	0	0	0.0	False
8010331	뮤지컬 역대 위 가 괜히 되 정말 대부 바람 과 함께 사라지 레벨 영화 주인공 마치 뮤지컬 마 잭 마돈나 엘비스 급 춤 노래 실력 보이	1	0	2	-2	0.0	False
9143180	바비도 잘 하 바스코 잘 하 이번 결과 대하 불만 품 사람 나오 어쩌면 당연하 거지 그래도 바비 아이돌 어쩌 하 깎아내리 까 보 바비 충분히 이기 자격 개인적 생각하	1	3	2	1	1.0	True
9833752	코미디 사극 장혁 명품 연기	1	0	1	-1	0.0	False
9393693	어리 때 온 가족 보 영화 처음 집 마련하 이사 마치 그날 저녁 보 영화 그 때 기분 탓 인 지 모르 그렇게 웃기 없	1	0	1	-1	0.0	False
8504915	옛날 워낭 소리 보 때 진짜 많이 울	1	0	1	-1	0.0	False
9137853	인생 최고 명작	1	1	0	1	1.0	True
10171889	재미있 더빙 ㅠ 자막 더 한데	1	1	0	1	1.0	True
3935380	뒤 찾아보 아련하 포	1	0	0	0	0.0	False
9332233	연말 추천하 따뜻하 영화 배경음악 참 좋	1	3	1	2	1.0	True
8895534	한국 사회 치부 정확하 예언하 수작	1	1	0	1	1.0	True
9461185	좋아하 영화 진짜 찐 영	1	1	0	1	1.0	True
6685536	지금 엣 날 제일 좋아하 영화	1	1	0	1	1.0	True
3127240	역시 최고	1	1	0	1	1.0	True
5356257	슈퍼 울트라 초 재미있 노 막 입 벌리 때 참 매력 있 ㅋ	1	3	2	1	1.0	True
8955418	중동 문화 대하 새롭 알 하 영화	1	1	0	1	1.0	True
8059223	참여 얼마나 바뀌 궁금하 올리 보	1	0	0	0	0.0	False
7046056	좀 지루하 하 아버지이 남편 무사 한 남자 일생 잘 보이 의미 없 죽음 일지 모르 자신 굳 신념 있 다 참 멋지 일	1	4	3	1	1.0	True
10277818	웃음 감동 물결 기대 안 보 최고	1	4	0	4	1.0	True
9932738	좋 영화 다만 엔딩 주인공 배심원 상대 늘어놓 일장 연설 너무 작위적 신파조 이 연설 흔들리 배심원 무죄 돌 서 너무 억지스럽 하 만점 못 주	1	1	3	-2	0.0	False
7481803	감동 ㅠㅠ	1	1	0	1	1.0	True
7424115	저 정말 너무 애정 하 드리 이야기 정말 그 어떤 멜로 드라마 아름답 잊 수 없 정말 최영 장군 이민호 이민호 나오 드라마 최고 생각하	1	3	2	1	1.0	True
4796147	영화 보 안치환 꿈 방향 묻 노래 제목 생각나	1	0	0	0	0.0	False
18497	단순하 스토리지 진지하 엿보이 좋	1	1	0	1	1.0	True
21970	세기 최고 걸작 안보 알 수 ㅡ ㅁ ㅡ	1	1	0	1	1.0	True
4789021	오스트레일리아 ㅋㅋ 조금 프랑스 같 코미디 영화	1	0	1	-1	0.0	False
7809819	재미있 같	1	1	0	1	1.0	True
5453588	많 생각 떠돌 되 영화	1	0	0	0	0.0	False
9988559	액션 신 별로 없 심장 쫄깃하 만들 웰메이드 범죄 물 류승범 황정민 연기 보 즐겁 잘 만들 영화 기쁘 두	1	3	2	1	1.0	True
143482	재미있 등장인물 캐릭터 귀엽	1	2	0	2	1.0	True
9641671	깔끔하 절제되 감정 좋 영화	1	1	0	1	1.0	True
1697216	소설가 시나리오 무척 훌륭하 엄마 운전 맥거핀 ^^	1	0	0	0	0.0	False
5724688	아이맥스 개봉하 아쉽 ㅋㅋ ㅋㅋ ㅋㅋ ㅋㅋ	1	0	0	0	0.0	False
2746091	영화 보 선택 받	1	0	0	0	0.0	False
7122481	굳 뜨 완전 스타일	1	1	0	1	1.0	True
10022765	무능하 정부 국민 지키 의지 없 정부	1	1	0	1	1.0	True
7277177	참신하 소재 퀘벡 영화	1	0	0	0	0.0	False
5697028	좋 으 은거 벌써 전 것 우와	1	1	0	1	1.0	True
5223003	호킹 능욕 ㅋㅋ ㅋㅋ ㅋㅋ ㅋ	1	0	0	0	0.0	False
6175623	영화 보 주 모르 사람	1	0	1	-1	0.0	False
8816388	누 잇 감독 영화 보 정말 재미있 진짜 보통 전쟁 영화 감독 특유 연출력 돋보이 감동 있 원작 있 그렇 스토리 굉장히 탄탄하 강추	1	2	1	1	1.0	True
10254318	이정현 연기 잘 하 소재 현실적 너무 독특하 ㅋㅋ 웃기 전형적 사이코 영화 개인적 재미있	1	2	2	0	0.0	False
9232370	부르 저 손 욕망 명대사 기억되 영화	1	0	0	0	0.0	False
8717913	아쉽 더빙 보 ㅠ ㅠ	1	0	0	0	0.0	False
7606881	똥칠 ㅠㅠ 어떻하 되	1	0	0	0	0.0	False
7505364	10점 안 아깝 영화 블레이드 러너 버금가 영화 한국 결코 만들수 없	1	0	0	0	0.0	False
9860949	떠오르 장면 많 그렇 특별하 ^^	1	1	0	1	1.0	True
5824718	재미있 ㅋㅋ ㅋㅋ ㅋㅋ ㅋㅋ ㅋㅋ 정일우	1	1	0	1	1.0	True
9950852	상투적 잘 표현하 영화 여운 남을	1	1	0	1	1.0	True
8330144	말 필요 없 감독 배우 존경하	1	1	1	0	0.0	False
9904263	그 반지 제왕 만들 피터 잭슨 ㅋㅋ 이런 영화 찍 다 웃기 ㅋㅋ 명작 ㅋㅋ	1	0	0	0	0.0	False
9809000	지금 봄 물론 감독판	1	0	0	0	0.0	False
8484420	와 ㄷㄷ ㄷ 캬 ㅎㅎ	1	0	0	0	0.0	False
3062689	아 정말 추억 영화 아버지 녹화하 놓 더 넘 보	1	1	1	0	0.0	False
8267533	아 다시 보 ㅜㅜ 리메이크 안되 인생 최고 드라마 함께	1	1	0	1	1.0	True
3080882	무협 런 ^^	1	0	0	0	0.0	False
3946738	굿	1	0	0	0	0.0	False
3275424	최고	1	1	0	1	1.0	True
9525492	재미 감동 보너스 보 내용 너무 좋 아직 못 보신 강추 강추	1	2	2	0	0.0	False
7059515	ㅇ ㅋ ㅇ ㅋ	1	0	0	0	0.0	False
3578883	정말 재미있	1	1	0	1	1.0	True
7780189	재미있 잘 보 아이 오랜만 좋 만화영화 보	1	3	0	3	1.0	True
3089979	액션 영화 귀수 아군 첫사랑 설레임 그대로 느끼 이쁘 영화	1	0	0	0	0.0	False
8165088	만점 주 안 아깝 명작 영화 그 시절 그 때 살 영화 관람하 내내 그 향수 많이 맡아보 기분 엇 김민선 김규리 여신 같 미모 연기 성스럽 뜨 올리 알맞	1	2	1	1	1.0	True
7120636	힐링 무비 잔잔하 따뜻하 영화 앉 자리 연속 두 보 전혀 질리	1	0	2	-2	0.0	False
9462634	어리 외계인 역 하 신분 귀엽 ㅎ	1	1	0	1	1.0	True
2654846	맥라이언 보 기분 좋 지	1	1	0	1	1.0	True
9325460	애니 판 보 진짜 슬프 ㅠㅠ ㅠ	1	0	1	-1	0.0	False
8049801	대박 코드 너무 잘 맞 말 야하 지도 당시 사회상 잘 반영하 짜임새 스토리 적절 하 러브 모드 여주 너무 매력적 얼굴 이쁘 여주 하 10점 만점 에 점 드리 꼭 보	1	3	2	1	1.0	True
8831267	많 생각 하 영화 시간 여행 스토리 좋아하 사람 빠트리 없 영화	1	1	0	1	1.0	True
8610498	고소하 정말 재미있 잘 보 ^^ 방송 털털하 인간적 같 실제로 그런 바라 ^^ 그리고 나중 다시 정치 입문하 되 좋 정치 펼치 주 바라 ^^	1	3	0	3	1.0	True
7691069	가연	1	0	0	0	0.0	False
4124876	이물감 시 같	1	0	0	0	0.0	False
9155422	액션 가족애 주제 영화 한국 배 급사 정신 차리	1	0	1	-1	0.0	False
9454455	평점 안 주 없 ㅋㅋ 감독 진짜 싸이코 패스	1	0	0	0	0.0	False
3206763	잘 만들 영화 ^^ 보 보 안인숙 너무 다우 연기 넘넘 잘하	1	1	2	-1	0.0	False
9956117	와 조각	1	0	0	0	0.0	False
6779161	정말 재밌게 보 ^^ 추천	1	1	0	1	1.0	True
8804135	배우 연기 매우 좋 들 말 내용 흥미진진 두 배우 최고	1	2	1	1	1.0	True
7451926	다시 보 정말 짱	1	0	0	0	0.0	False
4259582	여유 로 울 일요일 오후 나른하 동화 속 세계 빠져들 포근하 따뜻하 영화	1	0	1	-1	0.0	False
10011592	스타워즈 쌍 탑 이루 영화	1	2	0	2	1.0	True
8680379	아무리 재미있 백날 말해 백문 불여일견 하	1	1	0	1	1.0	True
4167760	전 볼 때 더욱 더 강하 감동 줄 명작 중의 명작 남 녀 주인공	1	1	1	0	0.0	False
8942205	왜 알콜 중독 빠지 의문 들 정도 겉보기 안정적 채 울 수없 공허하 외로움 마음 아픔 술 의지하 같 자신 그런 자신 왜 그러 이유 모르 괴롭 그런 이유 없이 사랑하 고 품 남자	1	2	5	-3	0.0	False
9618339	삶 소중하 알 하 정말 좋 영화	1	1	0	1	1.0	True
6266956	명작	1	0	0	0	0.0	False
8015755	내생 가장 인정하 드라마 눈동자 허준 모래시계 황금 의제 국 이 드라마 인하 인생 바뀌 있 규모 작 사업가 집안 가족 갈등 서로 원수 비슷 하 지내 이 드라마 보 마음 바꾸	1	1	1	0	0.0	False
6831352	필름 낡 하 무당 인 방 골고루 마음 만점	1	0	0	0	0.0	False
9690105	해외 수니 울	1	0	1	-1	0.0	False
5731267	내가 원하 영 우리나라 더 많 보 있 좋 앗	1	2	0	2	1.0	True
9343078	하 없 때 보 웃기 감동 있 마음 따듯하 영화	1	1	0	1	1.0	True
6964548	지금 소녀 시대 앞 소녀 시대 영원히 소녀 시대 윤 아여 신이 영원하	1	0	0	0	0.0	False
8851783	내가 무 운 잘못 보 박한 별 이쁘 조안 특히 코 하 진짜 잘하 ㄷ	1	1	2	-1	0.0	False
5443262	괜찮 여배우 몸매 대박	1	0	0	0	0.0	False
9676188	정말 멋지 영화 안타깝 부분 없	1	1	0	1	1.0	True
1625948	살아가	1	0	0	0	0.0	False
4817346	영화 좋 ^^ 마음 짠하 주연 배우 너무 멋	1	1	1	0	0.0	False
5284046	진짜 재미있 어 열 특히 쥐 목소리 너무 귀엽 ㅎ	1	2	1	1	1.0	True
6179459	만들	1	0	0	0	0.0	False
10273447	아름답 영화 간직하 영화 소중하 사람 함께 보	1	2	0	2	1.0	True
9299868	잼 가 폭풍 집중하 보내	1	1	1	0	0.0	False
7787709	도리 너무 좋 ㅋㅋ ㅋ	1	1	1	0	0.0	False
10079030	글쎄 알라 미움 전쟁 사랑 길 그 가르침 나쁘 모슬렘 신고하 애국 모슬렘 미국 시민 단순하 말 폄하하	1	1	2	-1	0.0	False
4730844	한국 교회 반성해 야하 진정하 기독교인 이리하 하 영화	1	0	0	0	0.0	False
8704051	너무너무 재미있 잘 보	1	2	0	2	1.0	True
9479238	늦 이 영화 보 있 행운 엔딩 크레딧 끝나 때 보 자신 발견하	1	1	1	0	0.0	False
595823	좋아하 영화 목록 작품	1	1	0	1	1.0	True
5170616	잔잔하 배경 음악 틀 휴식하 때 늦 밤 켜 영화	1	0	1	-1	0.0	False
10243687	재미있 하 왜 난리	1	1	0	1	1.0	True
9329076	람보 터미네이터 맥클레인 하 자리 얘기하 주	1	0	0	0	0.0	False
10174596	확실하 MB 쓰레기	1	1	1	0	0.0	False
3762323	재밌	1	0	0	0	0.0	False
156982	혼자 보 너무 아깝 올해 영화	1	0	1	-1	0.0	False
10169175	ㅠㅠ ㅠ 짱짱 영화 진짜 어떻하 전 이런 영화 만들	1	0	0	0	0.0	False
8193432	정말 눈물 날 저 생생하 눈빛 생동감 넘치 몸짓 발짓 멋지 연기 하 분 들 모두 거의 전 분 말 되 하다못해 강아지 토토 연기 감탄 모두 생각하 시간 흐름 너무 슬프	1	2	3	-1	0.0	False
9370854	희망 아픔 기쁨 슬픔 함께하 비극적 아름답 동전 양면 지닌 동화 같 이야기	1	2	2	0	0.0	False
3354134	저 아빠 다주 매일 보 ㅋㅋ 다시 보 이 영화	1	0	0	0	0.0	False
8089232	정말 대단하 역시 자연 압도 당하 인간 의지 힘 존경스럽	1	0	0	0	0.0	False
3232715	댄스 퀸 롤라 함께 희망차 새해	1	0	0	0	0.0	False
594466	요즘 있 밤새 모르	1	0	1	-1	0.0	False
6756787	사람 계속 죽 마음 안 성룡 연기 일품	1	0	2	-2	0.0	False
3591734	정말 유쾌하 재미있 본 영화 훌륭하 ^^	1	2	0	2	1.0	True
6390923	아따 맘마 오리지널 ㅋ	1	0	0	0	0.0	False
6075500	지금 보 재미있 ㅋㅋ ㅋ 차태현 지금 보 너무 웃기 ㅋㅋ ㅋ 박중훈 연기 굿 ㅋㅋ	1	1	2	-1	0.0	False
7093907	MBC 더빙 팔 다시 보이 ㅜㅜ	1	0	0	0	0.0	False
1171880	아 환상 속 헤메 듯 한기	1	0	1	-1	0.0	False
9721253	막시무스 막시무스	1	0	0	0	0.0	False
5303954	좋	1	1	0	1	1.0	True
3618029	좋	1	1	0	1	1.0	True
7357001	브라질 빈민촌 실상 리얼 하 잘 연출하 수작	1	1	0	1	1.0	True
9230020	영화 재미있 보 훌륭하 하지만 전쟁 미화 생명 대하 옳 그르 잣대 미국 나라 스스로 정하 정의 말 하 잘못 되 모순되 생각하 인간 정하 버리 동전 앞뒤 일	1	4	3	1	1.0	True
9119881	뻔하 이야기 있 가까이 서 있	1	0	0	0	0.0	False
745700	제목 무슨 뜻 하 오만 편견 너무 재미있 본 영화	1	1	2	-1	0.0	False
8738160	넘치 위트 잔잔하 감동	1	1	0	1	1.0	True
9395544	영화 한편 하 굉장히 제미	1	0	0	0	0.0	False
1375162	공포 영화 매니아 지침서	1	0	1	-1	0.0	False
6072963	다른 어떤 미드 이 작품 재방송 시급하	1	0	0	0	0.0	False
3191961	한국 사람 한 보 하 영화	1	0	0	0	0.0	False
3857283	정말 재미있 배우 캐스팅 매우 좋 역시 한효 주랑 문채원 최고	1	3	0	3	1.0	True
6138149	마지막 보 미루 미루 방금 보 여운 찡하 남	1	0	0	0	0.0	False
3295755	나라 평점 좀 올리 정말 수작	1	0	0	0	0.0	False
9843028	정말 잊 수 없 영화 중학교 때 담임선생 반 들 가 보 그 이후 가끔 생각나 마음 따뜻하 영화	1	0	1	-1	0.0	False
4396721	완전 짱 이에 ㅋㅋ	1	0	0	0	0.0	False
3925174	너무 좋아하 백영규	1	1	1	0	0.0	False
6474382	이 또한 추억 재난 영화	1	1	0	1	1.0	True
9770895	진짜 이런 명작 화려 함의 극치	1	0	0	0	0.0	False
6478061	완전 굿	1	0	0	0	0.0	False
5424404	ㅋㅋ ㅋ 이 드라마 설 ㅋㅋ 최고 ㅋ	1	1	0	1	1.0	True
10005726	진짜 최고 시리즈 가장 재미있	1	2	0	2	1.0	True
739804	대부분 사람 이 영화 놀랍 완성도 잘 모르 있	1	2	1	1	1.0	True
7636847	상당히 현실 있 중간중간 코믹 요소 좋 리얼 하 양아치 애환 잘 그리	1	2	0	2	1.0	True
8221497	소재 가 좋 동물	1	1	0	1	1.0	True
9719175	다시 보 재밌 드라마 박유천 한지민 캐 미가 돋보이	1	0	0	0	0.0	False
1646846	폭포 탈출 씨 이전 007 사상 최고 재미	1	1	0	1	1.0	True
10252042	헤어지 생각나 데 킴	1	0	0	0	0.0	False
7960769	영화 나오 노래 제목 최진희 부르 사랑 의미 로랑 곡 똑같 최진희 리메이크 한 노래 제목 알 누구 부르	1	1	0	1	1.0	True
6133096	내용 뻔하 정말 유쾌하 영화	1	1	0	1	1.0	True
3309946	제일 사랑하 중국 영화 액션 로맨스 공존 영화 보	1	1	0	1	1.0	True
8726845	의리 의리 의리	1	0	0	0	0.0	False
